epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9132310748100281,0.9686548113822937,4.999999873689376e-06,0.4204334616661072,0.9107249975204468,0.9793814420700073,0.9377394914627075,0.9809937477111816,0.2156226634979248,0.9669312238693237,0.9481193423271179
1,0.9395973086357117,0.9788388609886169,4.999999873689376e-06,0.2502822279930115,0.9651011228561401,0.9532861113548279,0.9425287246704102,0.9816612601280212,0.21584436297416687,0.9708608984947205,0.9507133364677429
2,0.9436721205711365,0.9834846258163452,4.999999873689376e-06,0.21415944397449493,0.979605495929718,0.9439433217048645,0.9444444179534912,0.9822812676429749,0.21371091902256012,0.9721854329109192,0.9520103931427002
3,0.9439117908477783,0.9864469170570374,4.999999873689376e-06,0.19614653289318085,0.9838165640830994,0.9400773048400879,0.9444444179534912,0.9828584790229797,0.2126464992761612,0.974700391292572,0.9494163393974304
4,0.9451102614402771,0.9871181845664978,4.999999873689376e-06,0.19074222445487976,0.9841697812080383,0.9413659572601318,0.9425287246704102,0.985039234161377,0.2117753028869629,0.9771811962127686,0.9442282915115356
5,0.9494247436523438,0.990034818649292,4.999999873689376e-06,0.1755542755126953,0.9872010946273804,0.9442654848098755,0.9425287246704102,0.9855784177780151,0.20657218992710114,0.9759036302566528,0.9455252885818481
6,0.9556567668914795,0.9919411540031433,4.999999873689376e-06,0.16327118873596191,0.991910994052887,0.9481314420700073,0.9454023241996765,0.9862008094787598,0.20800556242465973,0.9798387289047241,0.9455252885818481
7,0.9575743079185486,0.991525411605835,4.999999873689376e-06,0.16593477129936218,0.9883216619491577,0.9542526006698608,0.9434865713119507,0.9863313436508179,0.20844517648220062,0.9810810685157776,0.9416342377662659
8,0.9623681902885437,0.9925240874290466,4.999999873689376e-06,0.1568581610918045,0.9916583299636841,0.9574742317199707,0.9434865713119507,0.9869751334190369,0.2078619748353958,0.9823848009109497,0.9403372406959534
9,0.9599712491035461,0.9938784837722778,2.499999936844688e-06,0.1517600268125534,0.9926199316978455,0.9532861113548279,0.9444444179534912,0.9873552322387695,0.20718152821063995,0.9837177991867065,0.9403372406959534
