epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8825503587722778,0.9461420774459839,4.999999873689376e-06,0.6192219853401184,0.8766570687294006,0.9800257682800293,0.8764367699623108,0.9791597723960876,0.4205387234687805,0.9969040155410767,0.8352788686752319
1,0.9264141917228699,0.9720717072486877,4.999999873689376e-06,0.321942001581192,0.9478065967559814,0.9536082744598389,0.8793103694915771,0.9773306250572205,0.4212574362754822,0.9953917264938354,0.8404669165611267
2,0.9290508031845093,0.9761332273483276,4.999999873689376e-06,0.2750488221645355,0.9624505639076233,0.9413659572601318,0.8936781883239746,0.97982257604599,0.36369574069976807,0.9910714030265808,0.8638132214546204
3,0.9364812970161438,0.9809225797653198,4.999999873689376e-06,0.2375149130821228,0.977142870426178,0.936533510684967,0.9070881009101868,0.981259822845459,0.3109361529350281,0.986994206905365,0.8858625292778015
4,0.9383988380432129,0.9834165573120117,4.999999873689376e-06,0.22363704442977905,0.9781659245491028,0.938144326210022,0.9128352403640747,0.9824094176292419,0.2877731919288635,0.9871060252189636,0.8936446309089661
5,0.9415148496627808,0.9842260479927063,4.999999873689376e-06,0.21656520664691925,0.9824561476707458,0.938144326210022,0.9185823798179626,0.9832028746604919,0.2659878730773926,0.9803921580314636,0.9079117774963379
6,0.9489453434944153,0.9872228503227234,4.999999873689376e-06,0.19804686307907104,0.9871924519538879,0.9436211585998535,0.9243295192718506,0.9838039875030518,0.2463321089744568,0.9792243838310242,0.9169909358024597
7,0.9434323906898499,0.9872204065322876,4.999999873689376e-06,0.203404039144516,0.9834794402122498,0.9397551417350769,0.9319923520088196,0.984599769115448,0.2317451536655426,0.9781420826911926,0.9286640882492065
8,0.951102614402771,0.9885618686676025,4.999999873689376e-06,0.19371967017650604,0.9882155060768127,0.9455541372299194,0.9367815852165222,0.9852434992790222,0.22334693372249603,0.9795918464660645,0.9338521361351013
9,0.9496644139289856,0.9898802638053894,4.999999873689376e-06,0.1887701153755188,0.98557049036026,0.9461984634399414,0.9396551847457886,0.9856899380683899,0.21888411045074463,0.9796748161315918,0.9377431869506836
